TransactionID,Supplier,Description,Amount,Category,Date
T5002,Other Suppliers,"Maintenance expense from Mitchell, Pineda and Rodriguez",49528.67,Maintenance,2025-03-19
T5003,Other Suppliers,Consultation expense from Heath Ltd,26590.16,Consulting,2024-12-29
T5004,Other Suppliers,"Marketing expense from Ortiz, Smith and Rodriguez",397.21,Marketing,2024-07-29
T5005,Other Suppliers,Consultation expense from Webb-Williams,16503.57,Consulting,2024-09-23
T5006,Other Suppliers,TRAVEL expense from Garcia Inc,29629.43,Travel,2025-01-09
T5007,Other Suppliers,"Consultation expense from Mcclain, King and Miller",3819.94,Consulting,2024-11-24
T5008,Other Suppliers,"Consultation expense from Kelly, Shelton and Sanchez",31977.73,Consulting,2024-08-01
T5009,Other Suppliers,"Miscellaneous expense from Russell, Rhodes and Turner",27831.48,Miscellaneous,2024-12-03
T5010,Other Suppliers,TRAVEL expense from Woods PLC,18347.43,Travel,2025-03-13
T5011,Other Suppliers,Office Supplies expense from James LLC,4800.55,Miscellaneous,2024-10-07
T5012,Other Suppliers,Maintenance expense from Perez-Kane,19098.66,Maintenance,2025-02-12
T5013,Other Suppliers,Maintenance expense from Ryan and Sons,20398.98,Maintenance,2025-03-20
T5014,Other Suppliers,Utilities expense from Gonzalez PLC,16269.41,Utilities,2024-09-12
T5015,Other Suppliers,TRAVEL expense from Stephens Group,10491.04,Travel,2025-01-06
T5016,Other Suppliers,"Office Supplies expense from Baker, Kent and Bennett",46214.98,Miscellaneous,2025-05-28
T5017,Other Suppliers,Marketing expense from Washington-Mcclure,42888.9,Marketing,2024-08-28
T5018,Other Suppliers,"Consultation expense from Torres, Cole and Johnson",32247.84,Consulting,2025-04-19
T5019,Other Suppliers,"Maintenance expense from Gray, Hill and Lin",31110.63,Maintenance,2024-12-08
T5020,Other Suppliers,"Training expense from Gibbs, Garcia and Tran",18976.06,Training,2025-03-17
T5021,Other Suppliers,"Marketing expense from Rogers, Adkins and Thompson",44915.5,Marketing,2024-12-27
T5022,Other Suppliers,"Miscellaneous expense from Henry, Butler and Mendoza",39162.09,Miscellaneous,2025-05-02
T5023,Other Suppliers,Office Supplies expense from Anderson Group,12660.95,Miscellaneous,2024-12-08
T5024,Other Suppliers,"Office Supplies expense from Bailey, Dixon and Blair",9298.12,Miscellaneous,2025-01-05
T5025,Other Suppliers,Office Supplies expense from Hines PLC,5658.34,Miscellaneous,2025-05-02
T5026,Other Suppliers,"Miscellaneous expense from Cunningham, Watkins and Holmes",20293.35,Miscellaneous,2025-05-24
T5027,Other Suppliers,"Consultation expense from Ortega, Hansen and Campbell",19635.08,Consulting,2024-09-04
T5028,Other Suppliers,"Office Supplies expense from Hardy, Cook and Stephens",2068.52,Miscellaneous,2024-11-21
T5029,Other Suppliers,Office Supplies expense from Smith and Sons,40355.34,Miscellaneous,2025-02-15
T5030,Other Suppliers,Office Supplies expense from Daniel LLC,48510.69,Miscellaneous,2024-06-10
T5031,Other Suppliers,Consultation expense from Weeks-Snyder,697.31,Consulting,2024-10-12
T5032,Other Suppliers,TRAVEL expense from Santos-Garcia,876.6,Travel,2024-09-16
T5033,Other Suppliers,TRAVEL expense from Flores-House,9959.9,Travel,2024-12-10
T5034,Other Suppliers,Office Supplies expense from Finley-Luna,20376.81,Miscellaneous,2024-11-25
T5035,Other Suppliers,Miscellaneous expense from Nguyen-Clark,4938.72,Miscellaneous,2025-03-07
T5036,Other Suppliers,Miscellaneous expense from Powers-Williams,32116.86,Miscellaneous,2025-02-22
T5037,Other Suppliers,Maintenance expense from Harris Group,12154.78,Maintenance,2025-03-26
T5038,Other Suppliers,Miscellaneous expense from Cooper-Ruiz,44545.8,Miscellaneous,2024-08-11
T5039,Other Suppliers,TRAVEL expense from Kennedy Group,49362.16,Travel,2024-09-27
T5040,Other Suppliers,"Office Supplies expense from Carr, Watson and Murphy",7613.56,Miscellaneous,2024-10-28
T5041,Other Suppliers,Utilities expense from Long and Sons,18085.49,Utilities,2025-02-18
T5042,Other Suppliers,Marketing expense from Rodgers Group,28842.6,Marketing,2024-07-21
T5043,Other Suppliers,Training expense from Taylor-Woodard,33844.06,Training,2024-12-21
T5044,Other Suppliers,Miscellaneous expense from Wilson Inc,21868.41,Miscellaneous,2024-12-04
T5045,Other Suppliers,TRAVEL expense from Benson-Woods,17471.83,Travel,2024-06-21
T5046,Other Suppliers,"Utilities expense from Bowman, Kennedy and Sheppard",34655.56,Utilities,2025-03-26
T5047,Other Suppliers,"Training expense from Smith, Fletcher and Davis",1796.29,Training,2025-01-19
T5048,Other Suppliers,"Utilities expense from Jones, Case and Joseph",7543.91,Utilities,2025-01-17
T5049,Other Suppliers,"TRAVEL expense from Austin, Green and Garner",5770.57,Travel,2025-05-30
T5050,Other Suppliers,Consultation expense from Smith Ltd,30331.89,Consulting,2024-07-19
T5051,Other Suppliers,"Utilities expense from Morse, Burns and Young",16869.97,Utilities,2024-12-18
T5052,Other Suppliers,TRAVEL expense from Miranda-Matthews,5440.77,Travel,2024-10-04
T5053,Other Suppliers,Utilities expense from Gonzalez-Robinson,21237.68,Utilities,2024-06-27
T5054,Other Suppliers,"Utilities expense from Johnson, Jones and Jones",42720.53,Utilities,2024-06-30
T5055,Other Suppliers,"Utilities expense from Nelson, Newman and Glover",4976.77,Utilities,2024-07-05
T5056,Other Suppliers,Maintenance expense from Palmer-Adams,9785.87,Maintenance,2024-08-14
T5057,Other Suppliers,"Consultation expense from Hayes, Jones and Warren",39912.27,Consulting,2024-08-26
T5058,Other Suppliers,Consultation expense from Smith-Fitzpatrick,40673.27,Consulting,2025-05-25
T5059,Other Suppliers,"Utilities expense from Hamilton, Kennedy and Smith",46487.08,Utilities,2025-05-17
T5060,Other Suppliers,TRAVEL expense from Faulkner Group,26692.41,Travel,2024-12-19
T5061,Other Suppliers,TRAVEL expense from Berry LLC,10402.39,Travel,2025-01-10
T5062,Other Suppliers,Consultation expense from Wood LLC,45846.04,Consulting,2024-09-30
T5063,Other Suppliers,Marketing expense from Fox Ltd,27168.62,Marketing,2024-07-28
T5064,Other Suppliers,Office Supplies expense from Williams-Bailey,30136.87,Miscellaneous,2024-09-15
T5065,Other Suppliers,Maintenance expense from Graham PLC,22523.04,Maintenance,2025-04-29
T5066,Other Suppliers,Consultation expense from Davis and Sons,32154.16,Consulting,2024-12-02
T5067,Other Suppliers,Office Supplies expense from Gomez Group,47724.02,Miscellaneous,2024-08-12
T5068,Other Suppliers,"Maintenance expense from Harris, Mercado and Rodriguez",1292.56,Maintenance,2024-08-20
T5069,Other Suppliers,Miscellaneous expense from Reynolds Group,402.94,Miscellaneous,2025-05-23
T5070,Other Suppliers,"Training expense from Mcmillan, Wallace and Cox",14041.24,Training,2024-12-17
T5071,Other Suppliers,Utilities expense from Gutierrez Group,29472.55,Utilities,2024-08-22
T5072,Other Suppliers,TRAVEL expense from Weaver PLC,4214.82,Travel,2024-06-18
T5073,Other Suppliers,Consultation expense from Lang and Sons,13579.96,Consulting,2025-01-23
T5074,Other Suppliers,Office Supplies expense from Ramos-Murphy,31247.85,Miscellaneous,2025-03-15
T5075,Other Suppliers,"Utilities expense from Cook, Barrett and Allen",33293.91,Utilities,2025-02-02
T5076,Other Suppliers,Miscellaneous expense from Potts-Lindsey,6139.93,Miscellaneous,2025-04-18
T5077,Other Suppliers,TRAVEL expense from Singleton-Thompson,44418.83,Travel,2025-03-20
T5078,Other Suppliers,"Marketing expense from Hunter, Meyer and Bright",35556.27,Marketing,2025-05-31
T5079,Other Suppliers,"Training expense from Solomon, Weaver and Anderson",47188.83,Training,2024-11-06
T5080,Other Suppliers,Office Supplies expense from Butler and Sons,962.5,Miscellaneous,2025-02-20
T5081,Other Suppliers,"Consultation expense from Lyons, White and Johnson",2826.71,Consulting,2025-01-04
T5082,Other Suppliers,"Marketing expense from Mata, Jackson and Graham",41223.16,Marketing,2024-08-26
T5083,Other Suppliers,"Miscellaneous expense from Porter, Ellison and Owens",27261.3,Miscellaneous,2024-09-02
T5084,Other Suppliers,Utilities expense from Charles-Jones,6446.75,Utilities,2024-10-20
T5085,Other Suppliers,Maintenance expense from Brown LLC,1340.96,Maintenance,2025-03-21
T5086,Other Suppliers,Consultation expense from Bryan and Sons,37647.14,Consulting,2024-12-09
T5087,Other Suppliers,Maintenance expense from Simpson-Flores,46587.87,Maintenance,2025-02-17
T5088,Other Suppliers,"Training expense from Anderson, Cooper and Howe",26757.19,Training,2024-06-22
T5089,Other Suppliers,Consultation expense from Schwartz Group,4145.86,Consulting,2024-10-21
T5090,Other Suppliers,Consultation expense from Richardson Group,13145.0,Consulting,2024-08-21
T5091,Other Suppliers,"Office Supplies expense from Kennedy, Contreras and Travis",40493.22,Miscellaneous,2025-04-16
T5092,Other Suppliers,TRAVEL expense from Ross Ltd,34423.12,Travel,2025-05-23
T5093,Other Suppliers,TRAVEL expense from Wright PLC,37980.95,Travel,2024-09-10
T5094,Other Suppliers,TRAVEL expense from Clark and Sons,36716.18,Travel,2025-05-21
T5095,Other Suppliers,"Utilities expense from Martinez, Terrell and Santos",4245.94,Utilities,2024-12-22
T5096,Other Suppliers,"Office Supplies expense from Morgan, Harris and Mclean",34184.25,Miscellaneous,2024-10-29
T5097,Other Suppliers,Marketing expense from Garza LLC,9494.25,Marketing,2024-12-10
T5098,Other Suppliers,Consultation expense from Bush Inc,9896.53,Consulting,2024-12-27
T5099,Other Suppliers,"Maintenance expense from Rodriguez, Dominguez and Swanson",39180.94,Maintenance,2025-06-02
T5100,Other Suppliers,"Office Supplies expense from Long, Perry and Ruiz",35066.03,Miscellaneous,2024-09-28
T5101,Other Suppliers,TRAVEL expense from Poole LLC,17265.43,Travel,2025-02-10
T5102,Other Suppliers,"Miscellaneous expense from Wilson, Curtis and Bryant",4875.17,Miscellaneous,2024-12-24
T5103,Other Suppliers,Maintenance expense from Martinez LLC,12678.67,Maintenance,2025-01-17
T5104,Other Suppliers,Maintenance expense from Garza-Jenkins,39230.17,Maintenance,2025-01-26
T5105,Other Suppliers,Training expense from David Group,24534.53,Training,2024-07-14
T5106,Other Suppliers,Office Supplies expense from Mccall and Sons,28390.89,Miscellaneous,2024-10-24
T5107,Other Suppliers,TRAVEL expense from Moon PLC,10693.92,Travel,2024-08-22
T5108,Other Suppliers,"Training expense from Stevens, Harvey and Lyons",24949.02,Training,2025-01-12
T5109,Other Suppliers,"Training expense from Cervantes, Black and Ritter",44835.76,Training,2025-01-10
T5110,Other Suppliers,Training expense from Alvarado Ltd,26317.77,Training,2024-11-10
T5111,Other Suppliers,"TRAVEL expense from Garcia, Johnson and Jackson",19648.31,Travel,2025-05-31
T5112,Other Suppliers,Office Supplies expense from Wright and Sons,8457.55,Miscellaneous,2024-09-21
T5113,Other Suppliers,"TRAVEL expense from Moore, Hoover and Rivers",36324.3,Travel,2025-05-26
T5114,Other Suppliers,"Office Supplies expense from Holt, Johnson and Munoz",6443.31,Miscellaneous,2025-01-14
T5115,Other Suppliers,"TRAVEL expense from Garrison, Mills and Lopez",47520.89,Travel,2024-09-30
T5116,Other Suppliers,Consultation expense from Davis-Pennington,34399.61,Consulting,2025-02-05
T5117,Other Suppliers,"Maintenance expense from King, Green and Holloway",41795.01,Maintenance,2024-11-17
T5118,Other Suppliers,"TRAVEL expense from Jensen, Odom and Porter",26384.3,Travel,2024-12-16
T5119,Other Suppliers,"Miscellaneous expense from Salas, Martin and Martinez",4967.75,Miscellaneous,2025-05-05
T5120,Other Suppliers,Marketing expense from White-Macias,7415.38,Marketing,2024-11-06
T5121,Other Suppliers,Office Supplies expense from Taylor and Sons,17760.15,Miscellaneous,2024-09-30
T5122,Other Suppliers,"Office Supplies expense from Hill, Bryant and Hill",21613.64,Miscellaneous,2024-12-11
T5123,Other Suppliers,"Training expense from Rivera, Medina and Hatfield",18739.05,Training,2025-01-13
T5124,Other Suppliers,"Training expense from Singh, Walker and Hawkins",39072.24,Training,2024-08-23
T5125,Other Suppliers,Marketing expense from Bennett Ltd,28967.79,Marketing,2024-10-27
T5126,Other Suppliers,"Office Supplies expense from Lopez, Russell and Miller",42902.4,Miscellaneous,2024-10-19
T5127,Other Suppliers,"Marketing expense from Matthews, Walker and Golden",605.1,Marketing,2024-10-02
T5128,Other Suppliers,Training expense from Holland-Daniels,21062.48,Training,2024-11-30
T5129,Other Suppliers,"Training expense from Underwood, Phillips and Kim",2359.71,Training,2025-03-23
T5130,Other Suppliers,Consultation expense from Robbins and Sons,7475.73,Consulting,2024-12-05
T5131,Other Suppliers,"Office Supplies expense from Wall, Fletcher and Torres",29781.66,Miscellaneous,2025-06-03
T5132,Other Suppliers,"TRAVEL expense from Bean, Pearson and Mitchell",45638.04,Travel,2024-06-28
T5133,Other Suppliers,Office Supplies expense from Carlson-Gibson,24549.05,Miscellaneous,2024-09-11
T5134,Other Suppliers,"TRAVEL expense from Warner, Abbott and Banks",20587.95,Travel,2024-08-10
T5135,Other Suppliers,Consultation expense from Carter PLC,8668.32,Consulting,2025-03-05
T5136,Other Suppliers,Office Supplies expense from Greene Inc,46809.21,Miscellaneous,2025-03-29
T5137,Other Suppliers,Training expense from Thomas-Garza,13143.37,Training,2024-06-07
T5138,Other Suppliers,"Marketing expense from Gibson, Lee and Barker",25673.1,Marketing,2024-12-24
T5139,Other Suppliers,TRAVEL expense from Gonzalez Inc,46047.09,Travel,2025-04-17
T5140,Other Suppliers,Marketing expense from Kim-Johnson,18409.88,Marketing,2025-03-25
T5141,Other Suppliers,TRAVEL expense from Powell-Robertson,44910.2,Travel,2024-07-24
T5142,Other Suppliers,Marketing expense from Singleton-Todd,17695.49,Marketing,2025-01-14
T5143,Other Suppliers,Maintenance expense from Kelly-Walker,15716.58,Maintenance,2024-08-12
T5144,Other Suppliers,"Maintenance expense from Rose, Henderson and Ochoa",16897.03,Maintenance,2024-06-16
T5145,Other Suppliers,"Utilities expense from Lynn, Hebert and Weaver",32114.3,Utilities,2025-05-30
T5146,Other Suppliers,"Utilities expense from Simmons, Dougherty and Robinson",19316.32,Utilities,2024-07-13
T5147,Other Suppliers,Miscellaneous expense from Floyd-Cox,24411.51,Miscellaneous,2025-01-01
T5148,Other Suppliers,"Maintenance expense from Johnson, Chang and Perez",25896.47,Maintenance,2024-07-13
T5149,Other Suppliers,"Training expense from Garcia, Lopez and Williams",35580.98,Training,2024-12-29
T5150,Other Suppliers,"TRAVEL expense from Allison, Allen and Johnson",29982.25,Travel,2025-01-29
T5151,Other Suppliers,Training expense from Nicholson-Baker,27886.81,Training,2024-10-22
T5152,Other Suppliers,Utilities expense from Sanchez-Quinn,5462.56,Utilities,2024-06-21
T5153,Other Suppliers,Training expense from Park-Jones,14453.37,Training,2024-08-05
T5154,Other Suppliers,Training expense from Thompson Inc,8178.17,Training,2024-10-31
T5155,Other Suppliers,"Miscellaneous expense from Howard, Page and Martin",28052.97,Miscellaneous,2025-02-05
T5156,Other Suppliers,Consultation expense from Wall Group,36513.02,Consulting,2025-01-01
T5157,Other Suppliers,Miscellaneous expense from Young LLC,23530.87,Miscellaneous,2024-09-21
T5158,Other Suppliers,"Marketing expense from Campbell, Freeman and Santos",46966.31,Marketing,2025-04-19
T5159,Other Suppliers,Training expense from Moore PLC,42650.46,Training,2025-03-05
T5160,Other Suppliers,Training expense from Whitehead-Booker,41705.23,Training,2025-02-19
T5161,Other Suppliers,"Maintenance expense from Buck, Browning and Hardin",25851.95,Maintenance,2024-10-22
T5162,Other Suppliers,Training expense from Merritt-Thomas,28279.22,Training,2025-04-11
T5163,Other Suppliers,"Office Supplies expense from Davis, Mccall and Avila",22690.65,Miscellaneous,2024-07-07
T5164,Other Suppliers,Maintenance expense from Williams-Brown,43108.49,Maintenance,2024-07-08
T5165,Other Suppliers,Office Supplies expense from Weber Group,17163.24,Miscellaneous,2024-12-05
T5166,Other Suppliers,Utilities expense from Alvarez Inc,30533.74,Utilities,2025-02-12
T5167,Other Suppliers,"Miscellaneous expense from Price, Bridges and Mcbride",20770.98,Miscellaneous,2025-01-17
T5168,Other Suppliers,"Maintenance expense from Schmidt, Brown and Cooke",37527.43,Maintenance,2024-11-19
T5169,Other Suppliers,Office Supplies expense from Mcbride-Campbell,44730.99,Miscellaneous,2025-03-27
T5170,Other Suppliers,"Office Supplies expense from Sims, Martinez and Ellis",36487.89,Miscellaneous,2025-02-24
T5171,Other Suppliers,Office Supplies expense from Carter-Le,30930.28,Miscellaneous,2024-11-22
T5172,Other Suppliers,Miscellaneous expense from Hansen-Ferguson,20100.25,Miscellaneous,2025-02-14
T5173,Other Suppliers,"TRAVEL expense from Hill, Rivera and Wallace",12551.43,Travel,2024-06-20
T5174,Other Suppliers,"Marketing expense from Carson, Luna and Bean",11012.63,Marketing,2024-12-09
T5175,Other Suppliers,"Marketing expense from Yang, Stevens and Ruiz",28229.85,Marketing,2024-11-23
T5176,Other Suppliers,Maintenance expense from Evans-Day,5357.48,Maintenance,2024-08-07
T5177,Other Suppliers,"Utilities expense from Smith, Parker and Clark",29864.07,Utilities,2024-09-22
T5178,Other Suppliers,"Training expense from Mendoza, Gonzalez and Jackson",10918.7,Training,2024-11-05
T5179,Other Suppliers,Training expense from Johnson Ltd,36537.85,Training,2024-11-16
T5180,Other Suppliers,"Utilities expense from Pace, Cox and Bennett",19405.94,Utilities,2025-02-10
T5181,Other Suppliers,Consultation expense from Flowers and Sons,40750.28,Consulting,2024-09-15
T5182,Other Suppliers,Office Supplies expense from Lewis and Sons,13513.76,Miscellaneous,2024-10-13
T5183,Other Suppliers,Marketing expense from Jones and Sons,21102.45,Marketing,2024-07-04
T5184,Other Suppliers,"Consultation expense from Wise, Robertson and Kidd",33346.29,Consulting,2024-10-27
T5185,Other Suppliers,Utilities expense from Williams-Daniels,39991.13,Utilities,2024-12-14
T5186,Other Suppliers,"Marketing expense from Patterson, Davidson and Davidson",11258.0,Marketing,2024-10-08
T5187,Other Suppliers,"Miscellaneous expense from Watson, Lee and Burns",19149.07,Miscellaneous,2024-08-08
T5188,Other Suppliers,"Utilities expense from Jordan, Nunez and Lopez",24281.9,Utilities,2025-05-10
T5189,Other Suppliers,Marketing expense from Richardson PLC,48052.39,Marketing,2024-11-19
T5190,Other Suppliers,Consultation expense from Mora PLC,44277.76,Consulting,2025-05-31
T5191,Other Suppliers,TRAVEL expense from Martin-Schneider,1901.61,Travel,2025-05-29
T5192,Other Suppliers,TRAVEL expense from Edwards-Harris,10402.16,Travel,2025-06-05
T5193,Other Suppliers,Maintenance expense from Gonzalez PLC,15718.08,Maintenance,2024-08-03
T5194,Other Suppliers,Office Supplies expense from Byrd-Collier,43360.06,Miscellaneous,2024-09-22
T5195,Other Suppliers,"TRAVEL expense from Mccarty, Duke and Pace",8213.6,Travel,2025-03-13
T5196,Other Suppliers,TRAVEL expense from Foster and Sons,9504.44,Travel,2024-06-22
T5197,Other Suppliers,Marketing expense from Jones and Sons,37963.91,Marketing,2024-07-04
T5198,Other Suppliers,Consultation expense from Johnson Inc,48053.93,Consulting,2024-10-12
T5199,Other Suppliers,Utilities expense from Jarvis-Booker,20308.71,Utilities,2024-07-20
T5200,Other Suppliers,Marketing expense from Stevens-Martinez,15819.85,Marketing,2024-07-02
T5201,Other Suppliers,"Consultation expense from Lara, Beck and Marshall",39833.02,Consulting,2025-02-05
T5202,Other Suppliers,TRAVEL expense from Lyons Inc,22590.48,Travel,2024-07-03
T5203,Other Suppliers,Miscellaneous expense from Cole and Sons,22582.3,Miscellaneous,2024-08-11
T5204,Other Suppliers,Miscellaneous expense from Wilson-Peters,24328.69,Miscellaneous,2024-12-26
T5205,Other Suppliers,"Miscellaneous expense from Ellison, Baldwin and Flynn",45803.4,Miscellaneous,2025-02-12
T5206,Other Suppliers,Marketing expense from Roberts-Brown,16788.31,Marketing,2025-02-27
T5207,Other Suppliers,Utilities expense from White-Lewis,48352.42,Utilities,2024-06-16
T5208,Other Suppliers,Office Supplies expense from Brown-Chen,27367.11,Miscellaneous,2024-08-23
T5209,Other Suppliers,"Marketing expense from Evans, Fuller and Clark",33108.28,Marketing,2024-09-20
T5210,Other Suppliers,Maintenance expense from Gonzalez-Watson,11486.16,Maintenance,2025-01-08
T5211,Other Suppliers,Miscellaneous expense from Ford-Potts,8239.45,Miscellaneous,2025-01-17
T5212,Other Suppliers,Office Supplies expense from Moreno Ltd,23788.99,Miscellaneous,2024-09-16
T5213,Other Suppliers,"Consultation expense from Love, Thompson and Williams",21253.09,Consulting,2025-04-21
T5214,Other Suppliers,"Marketing expense from Green, Rodriguez and Mendoza",8541.43,Marketing,2025-05-16
T5215,Other Suppliers,Maintenance expense from Torres Ltd,11634.83,Maintenance,2025-03-10
T5216,Other Suppliers,"Utilities expense from Mills, White and Robbins",8849.91,Utilities,2024-09-03
T5217,Other Suppliers,TRAVEL expense from Klein Ltd,28997.31,Travel,2025-01-31
T5218,Other Suppliers,"TRAVEL expense from Cherry, Kaufman and Smith",12538.22,Travel,2024-10-16
T5219,Other Suppliers,Consultation expense from Martin and Sons,34886.73,Consulting,2025-01-14
T5220,Other Suppliers,Training expense from Christensen and Sons,47967.74,Training,2024-09-18
T5221,Other Suppliers,Consultation expense from Barton Inc,31857.87,Consulting,2024-08-27
T5222,Other Suppliers,TRAVEL expense from Jones-King,14594.67,Travel,2025-03-09
T5223,Other Suppliers,Consultation expense from Melendez PLC,45884.97,Consulting,2025-05-13
T5224,Other Suppliers,Maintenance expense from Lee-Luna,33656.83,Maintenance,2024-12-11
T5225,Other Suppliers,Office Supplies expense from Jackson-Simpson,22406.08,Miscellaneous,2025-04-26
T5226,Other Suppliers,"Training expense from Salinas, Short and Drake",19432.58,Training,2024-10-01
T5227,Other Suppliers,"Training expense from Potts, Harris and Mitchell",40752.46,Training,2024-09-12
T5228,Other Suppliers,"Miscellaneous expense from Rodriguez, Adams and Rivera",48121.34,Miscellaneous,2024-07-04
T5229,Other Suppliers,"Consultation expense from Melendez, Estrada and Ponce",43684.81,Consulting,2024-09-04
T5230,Other Suppliers,Maintenance expense from Nunez-Morales,46145.91,Maintenance,2025-03-28
T5231,Other Suppliers,Miscellaneous expense from Houston-Moore,23763.0,Miscellaneous,2024-06-11
T5232,Other Suppliers,Consultation expense from Gay Ltd,45958.44,Consulting,2025-05-20
T5233,Other Suppliers,Office Supplies expense from Banks-Holt,35179.97,Miscellaneous,2025-06-01
T5234,Other Suppliers,Training expense from Eaton Ltd,24393.9,Training,2025-04-02
T5235,Other Suppliers,Marketing expense from Allen-Branch,37373.1,Marketing,2025-03-29
T5236,Other Suppliers,"TRAVEL expense from Clark, Davis and Hill",7422.02,Travel,2024-06-25
T5237,Other Suppliers,Office Supplies expense from West Group,33563.38,Miscellaneous,2024-07-17
T5238,Other Suppliers,TRAVEL expense from Zamora-Parker,7253.08,Travel,2025-01-11
T5239,Other Suppliers,Office Supplies expense from Welch LLC,1517.83,Miscellaneous,2024-07-13
T5240,Other Suppliers,Marketing expense from Dougherty LLC,46065.41,Marketing,2024-07-28
T5241,Other Suppliers,"Consultation expense from George, Lane and Sanchez",8437.94,Consulting,2024-12-25
T5242,Other Suppliers,Office Supplies expense from Fields-Arnold,40887.5,Miscellaneous,2025-03-07
T5243,Other Suppliers,Office Supplies expense from Rodriguez LLC,19417.08,Miscellaneous,2024-07-30
T5244,Other Suppliers,TRAVEL expense from Henderson-Weber,11336.43,Travel,2024-06-27
T5245,Other Suppliers,"Miscellaneous expense from Bishop, Howard and Boyer",12661.93,Miscellaneous,2025-03-22
T5246,Other Suppliers,Consultation expense from Peterson-Jones,3712.9,Consulting,2024-08-28
T5247,Other Suppliers,Miscellaneous expense from Simmons-Barnett,11352.17,Miscellaneous,2024-11-24
T5248,Other Suppliers,"Training expense from Reyes, Smith and Gomez",45876.25,Training,2024-06-18
T5249,Other Suppliers,Office Supplies expense from Morris Group,10417.84,Miscellaneous,2024-12-28
T5250,Other Suppliers,TRAVEL expense from Martinez PLC,33844.05,Travel,2025-02-16
T5251,Other Suppliers,Utilities expense from Jones Inc,41771.79,Utilities,2024-08-14
T5252,Other Suppliers,Training expense from Velez-Alexander,43386.85,Training,2024-08-04
T5253,Other Suppliers,Training expense from Brown Group,26341.8,Training,2025-04-16
T5254,Other Suppliers,"Marketing expense from Morales, Smith and Travis",35098.9,Marketing,2024-10-06
T5255,Other Suppliers,"Training expense from Garcia, Watson and Garrison",48808.92,Training,2024-07-04
T5256,Other Suppliers,Marketing expense from Hayes Inc,41176.57,Marketing,2024-08-04
T5257,Other Suppliers,TRAVEL expense from Jenkins-Flores,41484.73,Travel,2024-08-26
T5258,Other Suppliers,Maintenance expense from Bell Inc,21955.13,Maintenance,2024-09-30
T5259,Other Suppliers,Utilities expense from Norton-Ellison,35778.83,Utilities,2024-11-05
T5260,Other Suppliers,Miscellaneous expense from Bruce-Dunn,30811.76,Miscellaneous,2024-12-29
T5261,Other Suppliers,"Consultation expense from Cohen, Richards and Todd",28186.85,Consulting,2025-04-12
T5262,Other Suppliers,Consultation expense from Lee-Kent,26444.97,Consulting,2024-08-19
T5263,Other Suppliers,Maintenance expense from Hernandez PLC,47830.78,Maintenance,2024-08-02
T5264,Other Suppliers,"Maintenance expense from Smith, Webb and Burgess",42083.08,Maintenance,2024-12-15
T5265,Other Suppliers,"Maintenance expense from Solis, Price and Hobbs",26538.45,Maintenance,2025-05-07
T5266,Other Suppliers,Office Supplies expense from Smith-Edwards,18089.81,Miscellaneous,2024-06-07
T5267,Other Suppliers,"Miscellaneous expense from Vega, Horton and Miller",7848.9,Miscellaneous,2024-11-09
T5268,Other Suppliers,"Miscellaneous expense from Miller, Hancock and Edwards",6591.8,Miscellaneous,2025-04-13
T5269,Other Suppliers,"Miscellaneous expense from Campbell, Brown and Barajas",24850.69,Miscellaneous,2024-09-20
T5270,Other Suppliers,"Office Supplies expense from Morse, Jordan and Medina",47801.09,Miscellaneous,2025-02-14
T5271,Other Suppliers,Maintenance expense from Martinez-Clay,23570.84,Maintenance,2024-10-22
T5272,Other Suppliers,"Office Supplies expense from Aguirre, Thompson and Mendoza",48165.14,Miscellaneous,2024-12-29
T5273,Other Suppliers,Office Supplies expense from Yu-Taylor,38977.5,Miscellaneous,2025-04-01
T5274,Other Suppliers,"Maintenance expense from Grant, Sandoval and Ruiz",13763.91,Maintenance,2024-12-26
T5275,Other Suppliers,"Office Supplies expense from Walker, Sanders and Cochran",20267.13,Miscellaneous,2025-02-08
T5276,Other Suppliers,Training expense from Wallace PLC,44941.91,Training,2024-10-15
T5277,Other Suppliers,"Miscellaneous expense from Powers, Smith and Mason",43029.47,Miscellaneous,2025-03-05
T5278,Other Suppliers,Office Supplies expense from James-Spears,36217.86,Miscellaneous,2024-09-15
T5279,Other Suppliers,TRAVEL expense from Barnes-Johnson,32810.4,Travel,2025-01-26
T5280,Other Suppliers,Training expense from Miller and Sons,19739.17,Training,2025-05-22
T5281,Other Suppliers,Miscellaneous expense from Carney-Armstrong,7546.8,Miscellaneous,2025-05-14
T5282,Other Suppliers,"Consultation expense from Martin, Brown and Hanna",27385.05,Consulting,2025-05-02
T5283,Other Suppliers,"Consultation expense from Ramirez, Chang and Hall",4281.31,Consulting,2024-11-16
T5284,Other Suppliers,Maintenance expense from Lane-Trujillo,16892.53,Maintenance,2024-10-29
T5285,Other Suppliers,TRAVEL expense from Hogan LLC,42075.32,Travel,2024-10-23
T5286,Other Suppliers,Miscellaneous expense from Hughes-Fitzgerald,17931.59,Miscellaneous,2024-07-15
T5287,Other Suppliers,"TRAVEL expense from Rojas, Clark and Cruz",49555.38,Travel,2024-12-25
T5288,Other Suppliers,Training expense from Nunez-Mann,14499.16,Training,2025-02-14
T5289,Other Suppliers,"TRAVEL expense from Green, Cooper and Wilson",11547.8,Travel,2024-10-17
